candidate_filename,grade_score,extracted_entities,cv_text_preview,cv_bias_flags,cv_anonymized
C8063.pdf,0.11681619,"[{'text': 'Candidate Resume', 'label': 'ORG'}, {'text': 'Katie Reeves', 'label': 'PERSON'}, {'text': '+1-308-8942', 'label': 'NORP'}, {'text': '2015-2019', 'label': 'DATE'}, {'text': 'Specialized', 'label': 'ORG'}, {'text': 'Software Development', 'label': 'ORG'}, {'text': 'AI', 'label': 'GPE'}, {'text': 'Ph.D. in Artificial Intelligence', 'label': 'WORK_OF_ART'}, {'text': '2016-2021', 'label': 'DATE'}, {'text': 'NLP', 'label': 'ORG'}, {'text': 'Computer Vision', 'label': 'ORG'}, {'text': 'ABC Inc.', 'label': 'ORG'}, {'text': '2019-2023', 'label': 'DATE'}, {'text': '25%', 'label': 'PERCENT'}, {'text': 'Software', 'label': 'ORG'}, {'text': 'XYZ Corp', 'label': 'ORG'}, {'text': '2018-2022', 'label': 'DATE'}, {'text': '30%', 'label': 'PERCENT'}, {'text': 'Skills\nPython & Machine Learning - Proficient', 'label': 'ORG'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Scikit', 'label': 'GPE'}, {'text': 'CEH', 'label': 'ORG'}, {'text': 'AI', 'label': 'GPE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Docker', 'label': 'PERSON'}]","Candidate Resume (ID: C8063)
Name: Katie Reeves
Email: katiereeves50@gmail.com
Phone: +1-308-8942
Education
Bachelor of Science in Computer Science (2015-2019)
Specialized in Software Development and ",[],"Candidate Resume (ID: C8063)
Name: [REDACTED]
Email: katiereeves50@gmail.com
Phone: +1-308-8942
Education
Bachelor of Science in Computer Science (2015-2019)
Specialized in Software Development and "
C7231.pdf,0.11545605,"[{'text': 'Candidate Resume', 'label': 'ORG'}, {'text': 'Todd Williams', 'label': 'PERSON'}, {'text': 'Email', 'label': 'PERSON'}, {'text': '+1-391-1990', 'label': 'NORP'}, {'text': '2017-2019', 'label': 'DATE'}, {'text': 'Financial Analysis', 'label': 'ORG'}, {'text': 'Operations Management', 'label': 'ORG'}, {'text': 'XYZ Corp', 'label': 'ORG'}, {'text': '2018-2022', 'label': 'DATE'}, {'text': '30%', 'label': 'PERCENT'}, {'text': 'Skills\nPython & Machine Learning - Proficient', 'label': 'ORG'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Scikit', 'label': 'GPE'}, {'text': 'CEH', 'label': 'ORG'}, {'text': 'AI', 'label': 'GPE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'Wireshark', 'label': 'ORG'}, {'text': 'Burp Suite', 'label': 'PERSON'}, {'text': 'Kali Linux', 'label': 'PERSON'}]","Candidate Resume (ID: C7231)
Name: Todd Williams
Email: toddwilliams97@gmail.com
Phone: +1-391-1990
Education
Master of Business Administration (2017-2019)
Focused on Business Strategy, Financial Anal",[],"Candidate Resume (ID: C7231)
Name: [REDACTED]
[REDACTED]: toddwilliams97@gmail.com
Phone: +1-391-1990
Education
Master of Business Administration (2017-2019)
Focused on Business Strategy, Financial Anal"
C7527.pdf,0.11537449,"[{'text': 'Candidate Resume', 'label': 'ORG'}, {'text': 'Andrew Wallace', 'label': 'PERSON'}, {'text': 'Email', 'label': 'PERSON'}, {'text': '+1-382-9009', 'label': 'NORP'}, {'text': '2017-2019', 'label': 'DATE'}, {'text': 'Financial Analysis', 'label': 'ORG'}, {'text': 'Operations Management', 'label': 'ORG'}, {'text': '2019-2021', 'label': 'DATE'}, {'text': 'XYZ Corp', 'label': 'ORG'}, {'text': '2018-2022', 'label': 'DATE'}, {'text': '30%', 'label': 'PERCENT'}, {'text': 'DEF Ltd.', 'label': 'ORG'}, {'text': '2017-2021', 'label': 'DATE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'Skills\nPython & Machine Learning - Proficient', 'label': 'ORG'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Scikit', 'label': 'GPE'}, {'text': 'CEH', 'label': 'ORG'}, {'text': 'AI', 'label': 'GPE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Docker', 'label': 'PERSON'}]","Candidate Resume (ID: C7527)
Name: Andrew Wallace
Email: andrewwallace88@gmail.com
Phone: +1-382-9009
Education
Master of Business Administration (2017-2019)
Focused on Business Strategy, Financial An",[],"Candidate Resume (ID: C7527)
Name: [REDACTED]
[REDACTED]: andrewwallace88@gmail.com
Phone: +1-382-9009
Education
Master of Business Administration (2017-2019)
Focused on Business Strategy, Financial An"
C3821.pdf,0.112947054,"[{'text': 'Candidate Resume', 'label': 'ORG'}, {'text': 'Fernando Walker\nEmail', 'label': 'PERSON'}, {'text': '+1-652-1773', 'label': 'NORP'}, {'text': 'Ph.D.', 'label': 'WORK_OF_ART'}, {'text': '2016-2021', 'label': 'DATE'}, {'text': 'NLP', 'label': 'ORG'}, {'text': 'Computer Vision', 'label': 'ORG'}, {'text': 'Master of Business Administration', 'label': 'ORG'}, {'text': '2017-2019', 'label': 'DATE'}, {'text': 'Financial Analysis', 'label': 'ORG'}, {'text': 'Operations Management', 'label': 'ORG'}, {'text': 'DEF Ltd.', 'label': 'ORG'}, {'text': '2017-2021', 'label': 'DATE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'Software', 'label': 'ORG'}, {'text': 'XYZ Corp', 'label': 'ORG'}, {'text': '2018-2022', 'label': 'DATE'}, {'text': '30%', 'label': 'PERCENT'}, {'text': 'Skills\nPython & Machine Learning - Proficient', 'label': 'ORG'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Scikit', 'label': 'GPE'}, {'text': 'CEH', 'label': 'ORG'}, {'text': 'AI', 'label': 'GPE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Docker', 'label': 'PERSON'}]","Candidate Resume (ID: C3821)
Name: Fernando Walker
Email: fernandowalker39@gmail.com
Phone: +1-652-1773
Education
Ph.D. in Artificial Intelligence (2016-2021)
Research in NLP and Computer Vision, with",[],"Candidate Resume (ID: C3821)
Name: [REDACTED]: fernandowalker39@gmail.com
Phone: +1-652-1773
Education
Ph.D. in Artificial Intelligence (2016-2021)
Research in NLP and Computer Vision, with"
C2652.pdf,0.10603881,"[{'text': 'Candidate Resume', 'label': 'ORG'}, {'text': 'James Smith', 'label': 'PERSON'}, {'text': '+1-999-9289', 'label': 'NORP'}, {'text': '2017-2019', 'label': 'DATE'}, {'text': 'Financial Analysis', 'label': 'ORG'}, {'text': 'Operations Management', 'label': 'ORG'}, {'text': 'Ph.D. in Artificial Intelligence', 'label': 'WORK_OF_ART'}, {'text': '2016-2021', 'label': 'DATE'}, {'text': 'NLP', 'label': 'ORG'}, {'text': 'Computer Vision', 'label': 'ORG'}, {'text': 'XYZ Corp', 'label': 'ORG'}, {'text': '2018-2022', 'label': 'DATE'}, {'text': '30%', 'label': 'PERCENT'}, {'text': 'Skills\nPython & Machine Learning - Proficient', 'label': 'ORG'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Scikit', 'label': 'GPE'}, {'text': 'CEH', 'label': 'ORG'}, {'text': 'AI', 'label': 'GPE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'Tech Stack\nC++', 'label': 'PERSON'}, {'text': 'Deep Learning', 'label': 'PERSON'}, {'text': 'PyTorch', 'label': 'PERSON'}]","Candidate Resume (ID: C2652)
Name: James Smith
Email: jamessmith59@gmail.com
Phone: +1-999-9289
Education
Master of Business Administration (2017-2019)
Focused on Business Strategy, Financial Analysis",[],"Candidate Resume (ID: C2652)
Name: [REDACTED]
Email: jamessmith59@gmail.com
Phone: +1-999-9289
Education
Master of Business Administration (2017-2019)
Focused on Business Strategy, Financial Analysis"
C4627.pdf,0.105073564,"[{'text': 'Candidate Resume', 'label': 'ORG'}, {'text': 'Elizabeth Reyes', 'label': 'PERSON'}, {'text': 'Email', 'label': 'PERSON'}, {'text': '+1-607-4622', 'label': 'NORP'}, {'text': 'Ph.D.', 'label': 'WORK_OF_ART'}, {'text': '2016-2021', 'label': 'DATE'}, {'text': 'NLP', 'label': 'ORG'}, {'text': 'Computer Vision', 'label': 'ORG'}, {'text': '2019-2021', 'label': 'DATE'}, {'text': 'ABC Inc.', 'label': 'ORG'}, {'text': '2019-2023', 'label': 'DATE'}, {'text': '25%', 'label': 'PERCENT'}, {'text': 'Software', 'label': 'ORG'}, {'text': 'XYZ Corp', 'label': 'ORG'}, {'text': '2018-2022', 'label': 'DATE'}, {'text': '30%', 'label': 'PERCENT'}, {'text': 'Skills\nPython & Machine Learning - Proficient', 'label': 'ORG'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Scikit', 'label': 'GPE'}, {'text': 'CEH', 'label': 'ORG'}, {'text': 'AI', 'label': 'GPE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'Tech Stack\nJava', 'label': 'PERSON'}, {'text': 'Spring Boot', 'label': 'PERSON'}, {'text': 'Kafka', 'label': 'PERSON'}]","Candidate Resume (ID: C4627)
Name: Elizabeth Reyes
Email: elizabethreyes31@gmail.com
Phone: +1-607-4622
Education
Ph.D. in Artificial Intelligence (2016-2021)
Research in NLP and Computer Vision, with",[],"Candidate Resume (ID: C4627)
Name: [REDACTED]
[REDACTED]: elizabethreyes31@gmail.com
Phone: +1-607-4622
Education
Ph.D. in Artificial Intelligence (2016-2021)
Research in NLP and Computer Vision, with"
C4742.pdf,0.104593515,"[{'text': 'Candidate Resume', 'label': 'ORG'}, {'text': 'Manuel Patterson', 'label': 'PERSON'}, {'text': '+1-577-6654', 'label': 'NORP'}, {'text': '2015-2019', 'label': 'DATE'}, {'text': 'Specialized', 'label': 'ORG'}, {'text': 'Software Development', 'label': 'ORG'}, {'text': 'AI', 'label': 'GPE'}, {'text': 'Ph.D. in Artificial Intelligence', 'label': 'WORK_OF_ART'}, {'text': '2016-2021', 'label': 'DATE'}, {'text': 'NLP', 'label': 'ORG'}, {'text': 'Computer Vision', 'label': 'ORG'}, {'text': 'DEF Ltd.', 'label': 'ORG'}, {'text': '2017-2021', 'label': 'DATE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'Software', 'label': 'ORG'}, {'text': 'XYZ Corp', 'label': 'ORG'}, {'text': '2018-2022', 'label': 'DATE'}, {'text': '30%', 'label': 'PERCENT'}, {'text': 'Skills\nPython & Machine Learning - Proficient', 'label': 'ORG'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Scikit', 'label': 'GPE'}, {'text': 'AI', 'label': 'GPE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'Wireshark', 'label': 'ORG'}, {'text': 'Burp Suite', 'label': 'PERSON'}, {'text': 'Kali Linux', 'label': 'PERSON'}]","Candidate Resume (ID: C4742)
Name: Manuel Patterson
Email: manuelpatterson50@gmail.com
Phone: +1-577-6654
Education
Bachelor of Science in Computer Science (2015-2019)
Specialized in Software Developm",[],"Candidate Resume (ID: C4742)
Name: [REDACTED]
Email: manuelpatterson50@gmail.com
Phone: +1-577-6654
Education
Bachelor of Science in Computer Science (2015-2019)
Specialized in Software Developm"
C3142.pdf,0.10317589,"[{'text': 'Candidate Resume', 'label': 'ORG'}, {'text': 'Lisa Gibbs', 'label': 'PERSON'}, {'text': '+1-628-5184', 'label': 'NORP'}, {'text': '2017-2019', 'label': 'DATE'}, {'text': 'Financial Analysis', 'label': 'ORG'}, {'text': 'Operations Management', 'label': 'ORG'}, {'text': 'Ph.D. in Artificial Intelligence', 'label': 'WORK_OF_ART'}, {'text': '2016-2021', 'label': 'DATE'}, {'text': 'NLP', 'label': 'ORG'}, {'text': 'Computer Vision', 'label': 'ORG'}, {'text': 'ABC Inc.', 'label': 'ORG'}, {'text': '2019-2023', 'label': 'DATE'}, {'text': '25%', 'label': 'PERCENT'}, {'text': 'DEF Ltd.', 'label': 'ORG'}, {'text': '2017-2021', 'label': 'DATE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'Skills\nPython & Machine Learning - Proficient', 'label': 'ORG'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Scikit', 'label': 'GPE'}, {'text': 'CEH', 'label': 'ORG'}, {'text': 'AI', 'label': 'GPE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'Tech Stack\nJava', 'label': 'PERSON'}, {'text': 'Spring Boot', 'label': 'PERSON'}, {'text': 'Kafka', 'label': 'PERSON'}]","Candidate Resume (ID: C3142)
Name: Lisa Gibbs
Email: lisagibbs59@gmail.com
Phone: +1-628-5184
Education
Master of Business Administration (2017-2019)
Focused on Business Strategy, Financial Analysis, ",[],"Candidate Resume (ID: C3142)
Name: [REDACTED]
Email: lisagibbs59@gmail.com
Phone: +1-628-5184
Education
Master of Business Administration (2017-2019)
Focused on Business Strategy, Financial Analysis, "
C9590.pdf,0.102738805,"[{'text': 'Candidate Resume', 'label': 'ORG'}, {'text': 'Stephen Hayden\nEmail', 'label': 'PERSON'}, {'text': '+1-774-4762', 'label': 'NORP'}, {'text': 'Software Engineering', 'label': 'ORG'}, {'text': '2013-2015', 'label': 'DATE'}, {'text': 'Ph.D. in Artificial Intelligence', 'label': 'WORK_OF_ART'}, {'text': '2016-2021', 'label': 'DATE'}, {'text': 'NLP', 'label': 'ORG'}, {'text': 'Computer Vision', 'label': 'ORG'}, {'text': 'XYZ Corp', 'label': 'ORG'}, {'text': '2018-2022', 'label': 'DATE'}, {'text': '30%', 'label': 'PERCENT'}, {'text': 'Skills\nPython & Machine Learning - Proficient', 'label': 'ORG'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Scikit', 'label': 'GPE'}, {'text': 'CEH', 'label': 'ORG'}, {'text': 'AI', 'label': 'GPE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Docker', 'label': 'PERSON'}]","Candidate Resume (ID: C9590)
Name: Stephen Hayden
Email: stephenhayden76@gmail.com
Phone: +1-774-4762
Education
Diploma in Software Engineering (2013-2015)
Hands-on experience in full-stack web develo",[],"Candidate Resume (ID: C9590)
Name: [REDACTED]: stephenhayden76@gmail.com
Phone: +1-774-4762
Education
Diploma in Software Engineering (2013-2015)
Hands-on experience in full-stack web [REDACTED]"
C7228.pdf,0.10167116,"[{'text': 'Candidate Resume', 'label': 'ORG'}, {'text': 'Kimberly Davis', 'label': 'PERSON'}, {'text': '+1-902', 'label': 'NORP'}, {'text': '2017-2019', 'label': 'DATE'}, {'text': 'Financial Analysis', 'label': 'ORG'}, {'text': 'Operations Management', 'label': 'ORG'}, {'text': 'ABC Inc.', 'label': 'ORG'}, {'text': '2019-2023', 'label': 'DATE'}, {'text': '25%', 'label': 'PERCENT'}, {'text': 'DEF Ltd.', 'label': 'ORG'}, {'text': '2017-2021', 'label': 'DATE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'Skills\nPython & Machine Learning - Proficient', 'label': 'ORG'}, {'text': 'TensorFlow', 'label': 'ORG'}, {'text': 'PyTorch', 'label': 'ORG'}, {'text': 'Scikit', 'label': 'GPE'}, {'text': 'CEH', 'label': 'ORG'}, {'text': 'AI', 'label': 'GPE'}, {'text': '40%', 'label': 'PERCENT'}, {'text': 'Wireshark', 'label': 'ORG'}, {'text': 'Burp Suite', 'label': 'PERSON'}, {'text': 'Kali Linux', 'label': 'PERSON'}]","Candidate Resume (ID: C7228)
Name: Kimberly Davis
Email: kimberlydavis49@gmail.com
Phone: +1-902-7711
Education
Master of Business Administration (2017-2019)
Focused on Business Strategy, Financial An",[],"Candidate Resume (ID: C7228)
Name: [REDACTED]
Email: kimberlydavis49@gmail.com
Phone: +1-902-7711
Education
Master of Business Administration (2017-2019)
Focused on Business Strategy, Financial An"
